fecha_union,genero_1,genero_2,comuna
2018-11-02,Masculino,Femenino,13
2018-11-02,Masculino,No declara,13
2018-11-05,Femenino,Masculino,7
2018-11-05,Femenino,Masculino,12
2018-11-05,Masculino,Femenino,1
2018-11-05,Masculino,Femenino,1
2018-11-05,Masculino,Femenino,1
2018-11-05,Masculino,Femenino,7
2018-11-05,Masculino,Femenino,4
2018-11-05,Masculino,Femenino,5
2018-11-05,Masculino,Femenino,13
2018-11-05,Masculino,Femenino,2
2018-11-06,Masculino,Femenino,6
2018-11-06,Masculino,Femenino,3
2018-11-06,Masculino,Femenino,13
2018-11-06,Masculino,Femenino,13
2018-11-06,Masculino,Femenino,14
2018-11-06,Masculino,Masculino,14
2018-11-07,Masculino,Femenino,6
2018-11-07,Masculino,Femenino,1
2018-11-07,Masculino,Femenino,13
2018-11-07,Masculino,Femenino,1
2018-11-07,Masculino,Masculino,14
2018-11-08,Femenino,Masculino,4
2018-11-08,Masculino,Femenino,15
2018-11-08,Masculino,Femenino,3
2018-11-08,Masculino,Femenino,1
2018-11-08,Masculino,Femenino,14
2018-11-09,Masculino,Femenino,1
2018-11-09,Masculino,Femenino,3
2018-11-09,Masculino,Masculino,14
2018-11-12,Femenino,Femenino,4
2018-11-12,Femenino,Masculino,7
2018-11-12,Femenino,Masculino,11
2018-11-12,Masculino,Femenino,7
2018-11-12,Masculino,Femenino,1
2018-11-12,Masculino,Femenino,1
2018-11-12,Masculino,Femenino,14
2018-11-12,Masculino,Femenino,11
2018-11-12,Masculino,Femenino,14
2018-11-12,Masculino,Femenino,13
2018-11-12,Masculino,Femenino,13
2018-11-12,Masculino,Femenino,14
2018-11-12,Masculino,Femenino,14
2018-11-12,Masculino,Masculino,1
2018-11-13,Masculino,Femenino,2
2018-11-13,Masculino,Femenino,1
2018-11-13,Masculino,Femenino,13
2018-11-13,Masculino,Femenino,1
2018-11-13,No declara,Femenino,13
2018-11-14,Femenino,Masculino,11
2018-11-14,Masculino,Femenino,1
2018-11-14,Masculino,Femenino,6
2018-11-14,Masculino,Femenino,15
2018-11-14,Masculino,Femenino,7
2018-11-14,Masculino,Femenino,1
2018-11-14,Masculino,Femenino,14
2018-11-14,Masculino,Femenino,8
2018-11-14,Masculino,Femenino,1
2018-11-14,Masculino,Masculino,1
2018-11-14,Masculino,Masculino,1
2018-11-15,Femenino,Masculino,7
2018-11-15,Masculino,Femenino,11
2018-11-16,Femenino,Masculino,3
2018-11-16,Femenino,Masculino,13
2018-11-16,Masculino,Femenino,2
2018-11-16,Masculino,Femenino,13
2018-11-16,Masculino,Femenino,14
2018-11-16,Masculino,Masculino,2
2018-11-20,Femenino,Femenino,15
2018-11-20,Femenino,Masculino,7
2018-11-20,Masculino,Femenino,11
2018-11-20,Masculino,Femenino,2
2018-11-20,Masculino,Femenino,11
2018-11-20,Masculino,Femenino,5
2018-11-20,Masculino,Femenino,4
2018-11-20,Masculino,Femenino,1
2018-11-20,Masculino,Femenino,1
2018-11-20,Masculino,Femenino,5
2018-11-20,Masculino,Femenino,1
2018-11-20,Masculino,Femenino,2
2018-11-21,Femenino,Masculino,7
2018-11-21,Femenino,Masculino,7
2018-11-21,Masculino,Femenino,6
2018-11-21,Masculino,Femenino,1
2018-11-21,Masculino,Femenino,1
2018-11-21,Masculino,Femenino,14
2018-11-21,Masculino,Femenino,6
2018-11-21,Masculino,Femenino,13
2018-11-21,Masculino,Femenino,1
2018-11-21,Masculino,Femenino,1
2018-11-21,Masculino,Femenino,13
2018-11-21,Masculino,Femenino,2
2018-11-21,Masculino,Masculino,11
2018-11-22,Masculino,Femenino,4
2018-11-22,Masculino,Femenino,4
2018-11-22,Masculino,Femenino,3
2018-11-22,Masculino,Femenino,2
2018-11-22,Masculino,Femenino,13
2018-11-22,Masculino,Femenino,13
2018-11-22,Masculino,Femenino,13
2018-11-22,Masculino,Femenino,4
2018-11-23,Masculino,Femenino,6
2018-11-23,Masculino,Femenino,13
2018-11-26,Masculino,Femenino,4
2018-11-26,Masculino,Femenino,1
2018-11-26,Masculino,Femenino,13
2018-11-27,Femenino,Masculino,15
2018-11-27,Femenino,Masculino,7
2018-11-27,Masculino,Femenino,6
2018-11-27,Masculino,Femenino,1
2018-11-27,Masculino,Femenino,1
2018-11-27,Masculino,Femenino,1
2018-11-27,Masculino,Femenino,8
2018-11-27,Masculino,Femenino,1
2018-11-28,Femenino,Masculino,12
2018-11-28,Masculino,Femenino,6
2018-11-28,Masculino,Femenino,1
2018-11-28,Masculino,Femenino,1
2018-11-28,Masculino,Femenino,1
2018-11-28,Masculino,Femenino,7
2018-11-28,Masculino,Femenino,1
2018-11-28,Masculino,Femenino,14
2018-11-28,Masculino,Femenino,7
2018-11-28,Masculino,Femenino,13
2018-11-28,Masculino,Femenino,11
2018-11-28,Masculino,Femenino,1
2018-11-29,Masculino,Femenino,13
2018-11-29,Masculino,Femenino,13
2018-11-29,Masculino,Femenino,8
2018-11-29,Masculino,Femenino,12
2018-12-03,Femenino,Masculino,11
2018-12-03,Masculino,Femenino,4
2018-12-03,Masculino,Femenino,15
2018-12-03,Masculino,Femenino,11
2018-12-03,Masculino,Femenino,14
2018-12-03,Masculino,Femenino,7
2018-12-03,Masculino,Femenino,1
2018-12-03,Masculino,Masculino,6
2018-12-03,Masculino,Masculino,7
2018-12-04,Femenino,Masculino,5
2018-12-04,Masculino,Femenino,1
2018-12-04,Masculino,Femenino,14
2018-12-04,Masculino,Femenino,13
2018-12-04,Masculino,Femenino,4
2018-12-04,Masculino,Femenino,4
2018-12-04,Masculino,Femenino,1
2018-12-04,Masculino,Femenino,1
2018-12-04,Masculino,Femenino,7
2018-12-04,Masculino,Femenino,11
2018-12-04,Masculino,Femenino,11
2018-12-04,Masculino,Femenino,1
2018-12-04,Masculino,Masculino,1
2018-12-05,Femenino,Femenino,14
2018-12-05,Femenino,Masculino,12
2018-12-05,Masculino,Femenino,15
2018-12-05,Masculino,Femenino,14
2018-12-05,Masculino,Femenino,14
2018-12-05,Masculino,Femenino,1
2018-12-05,Masculino,Femenino,1
2018-12-05,Masculino,Femenino,7
2018-12-05,Masculino,Femenino,11
2018-12-06,Masculino,Femenino,15
2018-12-06,Masculino,Femenino,13
2018-12-06,Masculino,Femenino,1
2018-12-06,Masculino,Femenino,1
2018-12-06,Masculino,Femenino,13
2018-12-06,Masculino,Femenino,
2018-12-06,Masculino,Masculino,6
2018-12-07,Masculino,Femenino,13
2018-12-10,Femenino,Masculino,15
2018-12-10,Masculino,Femenino,6
2018-12-10,Masculino,Femenino,1
2018-12-10,Masculino,Femenino,14
2018-12-10,Masculino,Femenino,13
2018-12-10,Masculino,Femenino,1
2018-12-10,Masculino,Femenino,1
2018-12-10,Masculino,Femenino,4
2018-12-11,Femenino,Masculino,15
2018-12-11,Masculino,Femenino,6
2018-12-11,Masculino,Femenino,6
2018-12-11,Masculino,Femenino,2
2018-12-11,Masculino,Femenino,1
2018-12-11,Masculino,Femenino,1
2018-12-12,Femenino,Masculino,15
2018-12-12,Masculino,Femenino,1
2018-12-12,Masculino,Femenino,8
2018-12-13,Femenino,Masculino,7
2018-12-13,Masculino,Femenino,6
2018-12-13,Masculino,Femenino,2
2018-12-13,Masculino,Femenino,3
2018-12-14,Femenino,Masculino,15
2018-12-14,Femenino,Masculino,3
2018-12-14,Masculino,Femenino,14
2018-12-14,Masculino,Femenino,14
2018-12-17,Femenino,Masculino,15
2018-12-17,Masculino,Femenino,2
2018-12-17,Masculino,Femenino,14
2018-12-17,Masculino,Femenino,7
2018-12-17,Masculino,Femenino,1
2018-12-17,Masculino,Femenino,8
2018-12-18,Femenino,Masculino,5
2018-12-18,Femenino,Masculino,5
2018-12-18,Femenino,Masculino,7
2018-12-18,Masculino,Femenino,6
2018-12-18,Masculino,Femenino,6
2018-12-18,Masculino,Femenino,5
2018-12-18,Masculino,Femenino,7
2018-12-18,Masculino,Femenino,7
2018-12-18,Masculino,Femenino,1
2018-12-18,Masculino,Femenino,14
2018-12-19,Masculino,Femenino,7
2018-12-19,Masculino,Femenino,1
2018-12-19,Masculino,Masculino,6
2018-12-19,Femenino,Masculino,7
2018-12-19,Masculino,Femenino,15
2018-12-19,Masculino,Femenino,13
2018-12-19,Masculino,Femenino,11
2018-12-19,Masculino,Femenino,11
2018-12-19,Masculino,Femenino,4
2018-12-19,Masculino,Femenino,5
2018-12-19,Masculino,Femenino,14
2018-12-19,Masculino,Femenino,12
2018-12-20,Masculino,Femenino,15
2018-12-20,Masculino,Femenino,7
2018-12-20,Femenino,Masculino,12
2018-12-20,Masculino,Femenino,13
2018-12-21,Masculino,Femenino,4
2018-12-21,Femenino,Masculino,7
2018-12-21,Masculino,Femenino,12
2018-12-26,Femenino,Masculino,15
2018-12-26,Masculino,Femenino,1
2018-12-26,Masculino,Femenino,2
2018-12-26,Masculino,Femenino,13
2018-12-27,Masculino,Femenino,14
2018-12-27,Femenino,Masculino,7
2018-12-27,Masculino,Femenino,2
